video_id,rally_id,event_rank,event_frame_original,prev_event_frame_original,next_event_frame_original,window_start_original,window_end_original,event_offset_frames,frame_count,window_strategy,clip_id,reference_frame_count,frame_count_abs_error
40,31,23,35109,35068,35140,35088,35124,21,37,midpoint,40_1_32_18,79,42
40,31,24,35140,35109,35180,35124,35160,16,37,midpoint,40_1_32_19,78,41
40,31,25,35180,35140,35210,35160,35195,20,36,midpoint,40_1_32_20,78,42
40,31,26,35210,35180,,35195,35370,15,176,midpoint,40_1_32_21,45,131
40,32,1,35630,,35685,35520,35658,110,139,midpoint,40_1_33_1,68,71
40,32,2,35685,35630,35709,35658,35697,27,40,midpoint,40_1_33_2,76,36
40,32,3,35709,35685,35744,35697,35726,12,30,midpoint,40_1_33_3,66,36
40,32,4,35744,35709,,35726,35850,18,125,midpoint,40_1_33_4,50,75
40,33,1,36183,,36248,36180,36216,3,37,midpoint,40_1_34_1,67,30
40,33,2,36248,36183,36296,36216,36272,32,57,midpoint,40_1_34_2,98,41
40,33,3,36296,36248,,36272,36390,24,119,midpoint,40_1_34_3,60,59
40,34,1,36740,,36773,36720,36756,20,37,midpoint,40_1_35_2,79,42
40,34,2,36773,36740,36791,36756,36782,17,27,midpoint,40_1_35_3,59,32
40,34,3,36791,36773,36825,36782,36808,9,27,midpoint,40_1_35_4,60,33
40,34,4,36825,36791,36873,36808,36849,17,42,midpoint,40_1_35_5,87,45
40,34,5,36873,36825,36888,36849,36880,24,32,midpoint,40_1_35_6,67,35
40,34,6,36888,36873,36922,36880,36905,8,26,midpoint,40_1_35_7,56,30
40,34,7,36922,36888,36967,36905,36944,17,40,midpoint,40_1_35_8,86,46
40,34,8,36967,36922,37000,36944,36984,23,41,midpoint,40_1_35_9,85,44
40,34,9,37000,36967,37036,36984,37018,16,35,midpoint,40_1_35_10,76,41
40,34,10,37036,37000,37063,37018,37050,18,33,midpoint,40_1_35_11,70,37
40,34,11,37063,37036,37099,37050,37081,13,32,midpoint,40_1_35_12,70,38
40,34,12,37099,37063,37136,37081,37118,18,38,midpoint,40_1_35_13,81,43
40,34,13,37136,37099,37153,37118,37144,18,27,midpoint,40_1_35_14,61,34
40,34,14,37153,37136,37189,37144,37171,9,28,midpoint,40_1_35_15,60,32
40,34,15,37189,37153,37220,37171,37204,18,34,midpoint,40_1_35_16,75,41
40,34,16,37220,37189,37250,37204,37235,16,32,midpoint,40_1_35_17,69,37
40,34,17,37250,37220,,37235,37350,15,116,midpoint,40_1_35_18,45,71
40,35,1,38184,,38244,38160,38214,24,55,midpoint,40_1_36_1,67,12
40,35,2,38244,38184,38260,38214,38252,30,39,midpoint,40_1_36_2,68,29
40,35,3,38260,38244,38277,38252,38268,8,17,midpoint,40_1_36_3,40,23
40,35,4,38277,38260,38288,38268,38282,9,15,midpoint,40_1_36_4,36,21
40,35,5,38288,38277,38320,38282,38304,6,23,midpoint,40_1_36_5,50,27
40,35,6,38320,38288,38348,38304,38334,16,31,midpoint,40_1_36_6,68,37
40,35,7,38348,38320,38382,38334,38365,14,32,midpoint,40_1_36_7,70,38
40,35,8,38382,38348,38414,38365,38398,17,34,midpoint,40_1_36_8,74,40
40,35,9,38414,38382,38450,38398,38432,16,35,midpoint,40_1_36_9,75,40
40,35,10,38450,38414,,38432,38550,18,119,midpoint,40_1_36_10,52,67
40,36,1,39069,,39101,39030,39085,39,56,midpoint,40_1_37_2,84,28
40,36,2,39101,39069,39116,39085,39108,16,24,midpoint,40_1_37_3,54,30
40,36,3,39116,39101,39154,39108,39135,8,28,midpoint,40_1_37_4,60,32
40,36,4,39154,39116,39173,39135,39164,19,30,midpoint,40_1_37_5,65,35
40,36,5,39173,39154,39199,39164,39186,9,23,midpoint,40_1_37_6,52,29
40,36,6,39199,39173,39235,39186,39217,13,32,midpoint,40_1_37_7,69,37
40,36,7,39235,39199,39253,39217,39244,18,28,midpoint,40_1_37_8,61,33
40,36,8,39253,39235,39278,39244,39266,9,23,midpoint,40_1_37_9,51,28
40,36,9,39278,39253,39315,39266,39296,12,31,midpoint,40_1_37_10,69,38
40,36,10,39315,39278,39334,39296,39324,19,29,midpoint,40_1_37_11,63,34
40,36,11,39334,39315,39351,39324,39342,10,19,midpoint,40_1_37_12,43,24
40,36,12,39351,39334,39368,39342,39360,9,19,midpoint,40_1_37_13,42,23
40,36,13,39368,39351,39396,39360,39382,8,23,midpoint,40_1_37_14,52,29
40,36,14,39396,39368,39434,39382,39415,14,34,midpoint,40_1_37_15,74,40
40,36,15,39434,39396,39464,39415,39449,19,35,midpoint,40_1_37_16,75,40
40,36,16,39464,39434,39488,39449,39476,15,28,midpoint,40_1_37_17,62,34
40,36,17,39488,39464,39520,39476,39504,12,29,midpoint,40_1_37_18,64,35
40,36,18,39520,39488,39557,39504,39538,16,35,midpoint,40_1_37_19,77,42
40,36,19,39557,39520,39584,39538,39570,19,33,midpoint,40_1_37_20,72,39
40,36,20,39584,39557,39627,39570,39606,14,37,midpoint,40_1_37_21,78,41
40,36,21,39627,39584,39651,39606,39639,21,34,midpoint,40_1_37_22,75,41
40,36,22,39651,39627,,39639,39720,12,82,midpoint,40_1_37_23,39,43
40,37,1,40236,,40286,40230,40261,6,32,midpoint,40_1_38_1,67,35
40,37,2,40286,40236,40303,40261,40294,25,34,midpoint,40_1_38_2,69,35
40,37,3,40303,40286,40332,40294,40318,9,25,midpoint,40_1_38_3,54,29
40,37,4,40332,40303,,40318,40410,14,93,midpoint,40_1_38_4,45,48
40,39,1,40939,,40997,40890,40968,49,79,midpoint,40_1_39_1,67,12
40,39,2,40997,40939,41024,40968,41010,29,43,midpoint,40_1_39_2,80,37
40,39,3,41024,40997,41047,41010,41036,14,27,midpoint,40_1_39_3,57,30
40,39,4,41047,41024,41079,41036,41063,11,28,midpoint,40_1_39_4,63,35
40,39,5,41079,41047,41104,41063,41092,16,30,midpoint,40_1_39_5,64,34
40,39,6,41104,41079,41161,41092,41132,12,41,midpoint,40_1_39_6,77,36
40,39,7,41161,41104,41174,41132,41168,29,37,midpoint,40_1_39_7,66,29
40,39,8,41174,41161,41204,41168,41189,6,22,midpoint,40_1_39_8,51,29
40,39,9,41204,41174,41234,41189,41219,15,31,midpoint,40_1_39_9,68,37
40,39,10,41234,41204,41248,41219,41241,15,23,midpoint,40_1_39_10,52,29
40,39,11,41248,41234,41278,41241,41263,7,23,midpoint,40_1_39_11,52,29
40,39,12,41278,41248,41305,41263,41292,15,30,midpoint,40_1_39_12,64,34
40,39,13,41305,41278,41346,41292,41326,13,35,midpoint,40_1_39_13,75,40
40,39,14,41346,41305,41358,41326,41352,20,27,midpoint,40_1_39_14,60,33
40,39,15,41358,41346,41385,41352,41372,6,21,midpoint,40_1_39_15,46,25
40,39,16,41385,41358,41404,41372,41394,13,23,midpoint,40_1_39_16,53,30
40,39,17,41404,41385,41440,41394,41422,10,29,midpoint,40_1_39_17,62,33
40,39,18,41440,41404,41489,41422,41464,18,43,midpoint,40_1_39_18,88,45
40,39,19,41489,41440,41528,41464,41508,25,45,midpoint,40_1_39_19,92,47
40,39,20,41528,41489,41553,41508,41540,20,33,midpoint,40_1_39_20,72,39
40,39,21,41553,41528,,41540,41640,13,101,midpoint,40_1_39_21,41,60
40,40,1,42558,,42616,42360,42587,198,228,midpoint,40_1_40_1,67,161
40,40,2,42616,42558,,42587,42720,29,134,midpoint,40_1_40_2,60,74
40,41,1,43105,,43165,42990,43135,115,146,midpoint,40_1_41_1,67,79
40,41,2,43165,43105,43181,43135,43173,30,39,midpoint,40_1_41_2,69,30
40,41,3,43181,43165,43207,43173,43194,8,22,midpoint,40_1_41_3,49,27
40,41,4,43207,43181,43233,43194,43220,13,27,midpoint,40_1_41_4,60,33
40,41,5,43233,43207,43257,43220,43245,13,26,midpoint,40_1_41_5,58,32
40,41,6,43257,43233,43281,43245,43269,12,25,midpoint,40_1_41_6,55,30
40,41,7,43281,43257,43319,43269,43300,12,32,midpoint,40_1_41_7,69,37
40,41,8,43319,43281,,43300,43380,19,81,midpoint,40_1_41_8,53,28
40,43,1,44210,,44266,44160,44238,50,79,midpoint,40_1_42_1,68,11
40,43,2,44266,44210,44301,44238,44284,28,47,midpoint,40_1_42_2,88,41
40,43,3,44301,44266,44325,44284,44313,17,30,midpoint,40_1_42_3,67,37
40,43,4,44325,44301,,44313,44520,12,208,midpoint,40_1_42_4,40,168
40,44,1,44842,,44858,44790,44850,52,61,midpoint,40_1_43_2,69,8
40,44,2,44858,44842,44882,44850,44870,8,21,midpoint,40_1_43_3,48,27
40,44,3,44882,44858,44913,44870,44898,12,29,midpoint,40_1_43_4,63,34
40,44,4,44913,44882,44941,44898,44927,15,30,midpoint,40_1_43_5,67,37
40,44,5,44941,44913,44954,44927,44948,14,22,midpoint,40_1_43_6,48,26
40,44,6,44954,44941,44991,44948,44972,6,25,midpoint,40_1_43_7,58,33
40,44,7,44991,44954,45004,44972,44998,19,27,midpoint,40_1_43_8,58,31
40,44,8,45004,44991,45027,44998,45016,6,19,midpoint,40_1_43_9,43,24
40,44,9,45027,45004,,45016,45090,11,75,midpoint,40_1_43_10,39,36
40,45,1,45570,,45582,45540,45576,30,37,midpoint,40_1_44_2,64,27
40,45,2,45582,45570,45613,45576,45598,6,23,midpoint,40_1_44_3,50,27
40,45,3,45613,45582,,45598,45720,15,123,midpoint,40_1_44_4,46,77
