video_id,rally_id,event_rank,event_frame_original,prev_event_frame_original,next_event_frame_original,window_start_original,window_end_original,event_offset_frames,frame_count,window_strategy,clip_id,reference_frame_count,frame_count_abs_error
40,31,20,35003,34946,35036,34958,35042,45,85,bst-compatible,40_1_32_15,86,1
40,31,21,35036,35003,35068,35003,35074,33,72,bst-compatible,40_1_32_16,72,0
40,31,22,35068,35036,35109,35036,35115,32,80,bst-compatible,40_1_32_17,81,1
40,31,23,35109,35068,35140,35068,35146,41,79,bst-compatible,40_1_32_18,79,0
40,31,24,35140,35109,35180,35109,35186,31,78,bst-compatible,40_1_32_19,78,0
40,31,25,35180,35140,35210,35140,35216,40,77,bst-compatible,40_1_32_20,78,1
40,31,26,35210,35180,,35180,35224,30,45,bst-compatible,40_1_32_21,45,0
40,32,1,35630,,35685,35615,35681,15,67,bst-compatible,40_1_33_1,68,1
40,32,2,35685,35630,35709,35640,35715,45,76,bst-compatible,40_1_33_2,76,0
40,32,3,35709,35685,35744,35685,35750,24,66,bst-compatible,40_1_33_3,66,0
40,32,4,35744,35709,,35709,35758,35,50,bst-compatible,40_1_33_4,50,0
40,33,1,36183,,36248,36168,36234,15,67,bst-compatible,40_1_34_1,67,0
40,33,2,36248,36183,36296,36203,36299,45,97,bst-compatible,40_1_34_2,98,1
40,33,3,36296,36248,,36251,36310,45,60,bst-compatible,40_1_34_3,60,0
40,34,1,36740,,36773,36725,36779,15,55,bst-compatible,40_1_35_2,79,24
40,34,2,36773,36740,36791,36740,36797,33,58,bst-compatible,40_1_35_3,59,1
40,34,3,36791,36773,36825,36773,36831,18,59,bst-compatible,40_1_35_4,60,1
40,34,4,36825,36791,36873,36791,36876,34,86,bst-compatible,40_1_35_5,87,1
40,34,5,36873,36825,36888,36828,36894,45,67,bst-compatible,40_1_35_6,67,0
40,34,6,36888,36873,36922,36873,36928,15,56,bst-compatible,40_1_35_7,56,0
40,34,7,36922,36888,36967,36888,36973,34,86,bst-compatible,40_1_35_8,86,0
40,34,8,36967,36922,37000,36922,37006,45,85,bst-compatible,40_1_35_9,85,0
40,34,9,37000,36967,37036,36967,37042,33,76,bst-compatible,40_1_35_10,76,0
40,34,10,37036,37000,37063,37000,37069,36,70,bst-compatible,40_1_35_11,70,0
40,34,11,37063,37036,37099,37036,37105,27,70,bst-compatible,40_1_35_12,70,0
40,34,12,37099,37063,37136,37063,37142,36,80,bst-compatible,40_1_35_13,81,1
40,34,13,37136,37099,37153,37099,37159,37,61,bst-compatible,40_1_35_14,61,0
40,34,14,37153,37136,37189,37136,37195,17,60,bst-compatible,40_1_35_15,60,0
40,34,15,37189,37153,37220,37153,37226,36,74,bst-compatible,40_1_35_16,75,1
40,34,16,37220,37189,37250,37189,37256,31,68,bst-compatible,40_1_35_17,69,1
40,34,17,37250,37220,,37220,37264,30,45,bst-compatible,40_1_35_18,45,0
40,35,1,38184,,38244,38169,38235,15,67,bst-compatible,40_1_36_1,67,0
40,35,2,38244,38184,38260,38199,38266,45,68,bst-compatible,40_1_36_2,68,0
40,35,3,38260,38244,38277,38244,38283,16,40,bst-compatible,40_1_36_3,40,0
40,35,4,38277,38260,38288,38260,38294,17,35,bst-compatible,40_1_36_4,36,1
40,35,5,38288,38277,38320,38277,38326,11,50,bst-compatible,40_1_36_5,50,0
40,35,6,38320,38288,38348,38288,38354,32,67,bst-compatible,40_1_36_6,68,1
40,35,7,38348,38320,38382,38320,38388,28,69,bst-compatible,40_1_36_7,70,1
40,35,8,38382,38348,38414,38348,38420,34,73,bst-compatible,40_1_36_8,74,1
40,35,9,38414,38382,38450,38382,38456,32,75,bst-compatible,40_1_36_9,75,0
40,35,10,38450,38414,,38414,38464,36,51,bst-compatible,40_1_36_10,52,1
40,36,1,39069,,39101,39054,39107,15,54,bst-compatible,40_1_37_2,84,30
40,36,2,39101,39069,39116,39069,39122,32,54,bst-compatible,40_1_37_3,54,0
40,36,3,39116,39101,39154,39101,39160,15,60,bst-compatible,40_1_37_4,60,0
40,36,4,39154,39116,39173,39116,39179,38,64,bst-compatible,40_1_37_5,65,1
40,36,5,39173,39154,39199,39154,39205,19,52,bst-compatible,40_1_37_6,52,0
40,36,6,39199,39173,39235,39173,39241,26,69,bst-compatible,40_1_37_7,69,0
40,36,7,39235,39199,39253,39199,39259,36,61,bst-compatible,40_1_37_8,61,0
40,36,8,39253,39235,39278,39235,39284,18,50,bst-compatible,40_1_37_9,51,1
40,36,9,39278,39253,39315,39253,39321,25,69,bst-compatible,40_1_37_10,69,0
40,36,10,39315,39278,39334,39278,39340,37,63,bst-compatible,40_1_37_11,63,0
40,36,11,39334,39315,39351,39315,39357,19,43,bst-compatible,40_1_37_12,43,0
40,36,12,39351,39334,39368,39334,39374,17,41,bst-compatible,40_1_37_13,42,1
40,36,13,39368,39351,39396,39351,39402,17,52,bst-compatible,40_1_37_14,52,0
40,36,14,39396,39368,39434,39368,39440,28,73,bst-compatible,40_1_37_15,74,1
40,36,15,39434,39396,39464,39396,39470,38,75,bst-compatible,40_1_37_16,75,0
40,36,16,39464,39434,39488,39434,39494,30,61,bst-compatible,40_1_37_17,62,1
40,36,17,39488,39464,39520,39464,39526,24,63,bst-compatible,40_1_37_18,64,1
40,36,18,39520,39488,39557,39488,39563,32,76,bst-compatible,40_1_37_19,77,1
40,36,19,39557,39520,39584,39520,39590,37,71,bst-compatible,40_1_37_20,72,1
40,36,20,39584,39557,39627,39557,39633,27,77,bst-compatible,40_1_37_21,78,1
40,36,21,39627,39584,39651,39584,39657,43,74,bst-compatible,40_1_37_22,75,1
40,36,22,39651,39627,,39627,39665,24,39,bst-compatible,40_1_37_23,39,0
40,37,1,40236,,40286,40221,40287,15,67,bst-compatible,40_1_38_1,67,0
40,37,2,40286,40236,40303,40241,40309,45,69,bst-compatible,40_1_38_2,69,0
40,37,3,40303,40286,40332,40286,40338,17,53,bst-compatible,40_1_38_3,54,1
40,37,4,40332,40303,,40303,40346,29,44,bst-compatible,40_1_38_4,45,1
40,39,1,40939,,40997,40924,40990,15,67,bst-compatible,40_1_39_1,67,0
40,39,2,40997,40939,41024,40952,41030,45,79,bst-compatible,40_1_39_2,80,1
40,39,3,41024,40997,41047,40997,41053,27,57,bst-compatible,40_1_39_3,57,0
