video_id,rally_id,event_rank,event_frame_local,event_frame_original,window_start_local,window_end_local,window_start_original,window_end_original,context_start_original,context_end_original,prev_event_frame_original,next_event_frame_original
41,38,13,411,41571,400,421,41560,41581,41556,41586,41550,41591
41,38,14,431,41591,421,438,41581,41598,41576,41606,41571,41605
41,38,15,445,41605,438,456,41598,41616,41590,41620,41591,41627
41,38,16,467,41627,456,474,41616,41634,41612,41642,41605,41640
41,38,17,480,41640,474,490,41634,41650,41625,41655,41627,41660
41,38,18,500,41660,490,570,41650,41730,41645,41675,41640,
41,39,1,78,42558,0,90,42480,42570,42543,42573,,42583
41,39,2,103,42583,90,118,42570,42598,42568,42598,42558,42614
41,39,3,134,42614,118,140,42598,42620,42599,42629,42583,42627
41,39,4,147,42627,140,160,42620,42640,42612,42642,42614,42653
41,39,5,173,42653,160,187,42640,42667,42638,42668,42627,42681
41,39,6,201,42681,187,222,42667,42702,42666,42696,42653,42723
41,39,7,243,42723,222,330,42702,42810,42708,42738,42681,
41,40,1,49,43309,0,62,43260,43322,43294,43324,,43334
41,40,2,74,43334,62,210,43322,43470,43319,43349,43309,
41,41,1,16,43726,0,27,43710,43737,43711,43741,,43748
41,41,2,38,43748,27,51,43737,43761,43733,43763,43726,43774
41,41,3,64,43774,51,180,43761,43890,43759,43789,43748,
41,42,1,9,44169,0,20,44160,44180,44160,44184,,44192
41,42,2,32,44192,20,120,44180,44280,44177,44207,44169,
41,43,1,87,44517,0,112,44430,44542,44502,44532,,44567
41,43,2,137,44567,112,152,44542,44582,44552,44582,44517,44598
41,43,3,168,44598,152,178,44582,44608,44583,44613,44567,44618
41,43,4,188,44618,178,202,44608,44632,44603,44633,44598,44645
41,43,5,215,44645,202,228,44632,44658,44630,44660,44618,44671
41,43,6,241,44671,228,265,44658,44695,44656,44686,44645,44719
41,43,7,289,44719,265,298,44695,44728,44704,44734,44671,44738
41,43,8,308,44738,298,320,44728,44750,44723,44753,44719,44762
41,43,9,332,44762,320,450,44750,44880,44747,44777,44738,
41,44,1,174,45174,0,184,45000,45184,45159,45189,,45194
41,44,2,194,45194,184,201,45184,45201,45179,45209,45174,45208
41,44,3,208,45208,201,216,45201,45216,45193,45223,45194,45225
41,44,4,225,45225,216,237,45216,45237,45210,45240,45208,45249
41,44,5,249,45249,237,262,45237,45262,45234,45264,45225,45276
41,44,6,276,45276,262,290,45262,45290,45261,45291,45249,45304
41,44,7,304,45304,290,328,45290,45328,45289,45319,45276,45351
41,44,8,351,45351,328,363,45328,45363,45336,45366,45304,45375
41,44,9,375,45375,363,420,45363,45420,45360,45390,45351,
41,45,1,1,45901,0,14,45900,45914,45900,45916,,45927
41,45,2,27,45927,14,150,45914,46050,45912,45942,45901,
41,46,1,245,46385,0,257,46140,46397,46370,46400,,46409
41,46,2,269,46409,257,279,46397,46419,46394,46424,46385,46429
41,46,3,289,46429,279,301,46419,46441,46414,46444,46409,46453
41,46,4,313,46453,301,324,46441,46464,46438,46468,46429,46474
41,46,5,334,46474,324,341,46464,46481,46459,46489,46453,46488
41,46,6,348,46488,341,367,46481,46507,46473,46503,46474,46526
41,46,7,386,46526,367,450,46507,46590,46511,46541,46488,
41,47,1,5,47045,0,15,47040,47055,47040,47060,,47065
41,47,2,25,47065,15,43,47055,47083,47050,47080,47045,47101
41,47,3,61,47101,43,70,47083,47110,47086,47116,47065,47118
41,47,4,78,47118,70,90,47110,47130,47103,47133,47101,47142
41,47,5,102,47142,90,115,47130,47155,47127,47157,47118,47168
41,47,6,128,47168,115,142,47155,47182,47153,47183,47142,47196
41,47,7,156,47196,142,330,47182,47370,47181,47211,47168,
41,48,1,1,48001,0,14,48000,48014,48000,48016,,48026
41,48,2,26,48026,14,38,48014,48038,48011,48041,48001,48049
41,48,3,49,48049,38,62,48038,48062,48034,48064,48026,48074
41,48,4,74,48074,62,81,48062,48081,48059,48089,48049,48088
41,48,5,88,48088,81,100,48081,48100,48073,48103,48074,48112
41,48,6,112,48112,100,210,48100,48210,48097,48127,48088,
41,49,1,97,48577,0,108,48480,48588,48562,48592,,48600
41,49,2,120,48600,108,133,48588,48613,48585,48615,48577,48626
41,49,3,146,48626,133,158,48613,48638,48611,48641,48600,48651
41,49,4,171,48651,158,182,48638,48662,48636,48666,48626,48674
41,49,5,194,48674,182,216,48662,48696,48659,48689,48651,48718
41,49,6,238,48718,216,248,48696,48728,48703,48733,48674,48737
41,49,7,257,48737,248,270,48728,48750,48722,48752,48718,48762
41,49,8,282,48762,270,360,48750,48840,48747,48777,48737,
41,50,1,1,49261,0,11,49260,49271,49260,49276,,49281
41,50,2,21,49281,11,33,49271,49293,49266,49296,49261,49305
41,50,3,45,49305,33,68,49293,49328,49290,49320,49281,49350
41,50,4,90,49350,68,100,49328,49360,49335,49365,49305,49371
41,50,5,111,49371,100,122,49360,49382,49356,49386,49350,49393
41,50,6,133,49393,122,144,49382,49404,49378,49408,49371,49416
41,50,7,156,49416,144,172,49404,49432,49401,49431,49393,49448
41,50,8,188,49448,172,194,49432,49454,49433,49463,49416,49460
41,50,9,200,49460,194,213,49454,49473,49445,49475,49448,49486
41,50,10,226,49486,213,238,49473,49498,49471,49501,49460,49510
41,50,11,250,49510,238,266,49498,49526,49495,49525,49486,49542
41,50,12,282,49542,266,390,49526,49650,49527,49557,49510,
41,51,1,35,50585,0,45,50550,50595,50570,50600,,50605
41,51,2,55,50605,45,66,50595,50616,50590,50620,50585,50628
41,51,3,78,50628,66,98,50616,50648,50613,50643,50605,50669
41,51,4,119,50669,98,126,50648,50676,50654,50684,50628,50683
41,51,5,133,50683,126,142,50676,50692,50668,50698,50669,50700
41,51,6,150,50700,142,162,50692,50712,50685,50715,50683,50723
41,51,7,173,50723,162,186,50712,50736,50708,50738,50700,50750
41,51,8,200,50750,186,218,50736,50768,50735,50765,50723,50787
41,51,9,237,50787,218,250,50768,50800,50772,50802,50750,50813
41,51,10,263,50813,250,278,50800,50828,50798,50828,50787,50842
41,51,11,292,50842,278,312,50828,50862,50827,50857,50813,50881
41,51,12,331,50881,312,344,50862,50894,50866,50896,50842,50907
41,51,13,357,50907,344,370,50894,50920,50892,50922,50881,50934
41,51,14,384,50934,370,396,50920,50946,50919,50949,50907,50959
41,51,15,409,50959,396,430,50946,50980,50944,50974,50934,51001
41,51,16,451,51001,430,460,50980,51010,50986,51016,50959,51019
41,51,17,469,51019,460,480,51010,51030,51004,51034,51001,51040
41,51,18,490,51040,480,502,51030,51052,51025,51055,51019,51064
41,51,19,514,51064,502,530,51052,51080,51049,51079,51040,51096
41,51,20,546,51096,530,553,51080,51103,51081,51111,51064,51110
41,51,21,560,51110,553,660,51103,51210,51095,51125,51096,
41,52,1,42,51732,0,53,51690,51743,51717,51747,,51754
41,52,2,64,51754,53,76,51743,51766,51739,51769,51732,51778
41,52,3,88,51778,76,240,51766,51930,51763,51793,51754,
41,53,1,62,52292,0,72,52230,52302,52277,52307,,52313
41,53,2,83,52313,72,95,52302,52325,52298,52328,52292,52337
41,53,3,107,52337,95,121,52325,52351,52322,52352,52313,52365
41,53,4,135,52365,121,148,52351,52378,52350,52380,52337,52390
41,53,5,160,52390,148,189,52378,52419,52375,52405,52365,52448
41,53,6,218,52448,189,226,52419,52456,52433,52463,52390,52465
41,53,7,235,52465,226,248,52456,52478,52450,52480,52448,52492
41,53,8,262,52492,248,280,52478,52510,52477,52507,52465,52528
41,53,9,298,52528,280,306,52510,52536,52513,52543,52492,52544
41,53,10,314,52544,306,326,52536,52556,52529,52559,52528,52569
41,53,11,339,52569,326,354,52556,52584,52554,52584,52544,52598
41,53,12,368,52598,354,389,52584,52619,52583,52613,52569,52640
41,53,13,410,52640,389,480,52619,52710,52625,52655,52598,
41,54,1,104,53324,0,114,53220,53334,53309,53339,,53344
41,54,2,124,53344,114,132,53334,53352,53329,53359,53324,53359
41,54,3,139,53359,132,148,53352,53368,53344,53374,53344,53378
41,54,4,158,53378,148,176,53368,53396,53363,53393,53359,53414
41,54,5,194,53414,176,210,53396,53430,53399,53429,53378,53445
41,54,6,225,53445,210,300,53430,53520,53430,53460,53414,
41,55,1,20,54080,0,31,54060,54091,54065,54095,,54102
41,55,2,42,54102,31,62,54091,54122,54087,54117,54080,54141
41,55,3,81,54141,62,90,54122,54150,54126,54156,54102,54158
41,55,4,98,54158,90,112,54150,54172,54143,54173,54141,54187
41,55,5,127,54187,112,143,54172,54203,54172,54202,54158,54219
41,55,6,159,54219,143,172,54203,54232,54204,54234,54187,54245
41,55,7,185,54245,172,198,54232,54258,54230,54260,54219,54271
41,55,8,211,54271,198,229,54258,54289,54256,54286,54245,54307
41,55,9,247,54307,229,258,54289,54318,54292,54322,54271,54330
41,55,10,270,54330,258,283,54318,54343,54315,54345,54307,54356
41,55,11,296,54356,283,310,54343,54370,54341,54371,54330,54384
41,55,12,324,54384,310,329,54370,54389,54369,54399,54356,54394
41,55,13,334,54394,329,346,54389,54406,54379,54409,54384,54419
41,55,14,359,54419,346,366,54406,54426,54404,54434,54394,54434
41,55,15,374,54434,366,387,54426,54447,54419,54449,54419,54460
41,55,16,400,54460,387,414,54447,54474,54445,54475,54434,54489
41,55,17,429,54489,414,446,54474,54506,54474,54504,54460,54523
41,55,18,463,54523,446,473,54506,54533,54508,54538,54489,54543
41,55,19,483,54543,473,497,54533,54557,54528,54558,54523,54571
41,55,20,511,54571,497,524,54557,54584,54556,54586,54543,54597
41,55,21,537,54597,524,555,54584,54615,54582,54612,54571,54633
41,55,22,573,54633,555,586,54615,54646,54618,54648,54597,54658
41,55,23,598,54658,586,614,54646,54674,54643,54673,54633,54689
41,55,24,629,54689,614,649,54674,54709,54674,54704,54658,54729
41,55,25,669,54729,649,678,54709,54738,54714,54744,54689,54746
41,55,26,686,54746,678,700,54738,54760,54731,54761,54729,54775
41,55,27,715,54775,700,732,54760,54792,54760,54790,54746,54810
41,55,28,750,54810,732,762,54792,54822,54795,54825,54775,54835
41,55,29,775,54835,762,792,54822,54852,54820,54850,54810,54868
41,55,30,808,54868,792,816,54852,54876,54853,54883,54835,54884
41,55,31,824,54884,816,836,54876,54896,54869,54899,54868,54908
41,55,32,848,54908,836,864,54896,54924,54893,54923,54884,54939
41,55,33,879,54939,864,894,54924,54954,54924,54954,54908,54970
41,55,34,910,54970,894,930,54954,54990,54955,54985,54939,55011
41,55,35,951,55011,930,962,54990,55022,54996,55026,54970,55033
41,55,36,973,55033,962,989,55022,55049,55018,55048,55011,55065
41,55,37,1005,55065,989,1020,55049,55080,55050,55080,55033,55096
41,55,38,1036,55096,1020,1056,55080,55116,55081,55111,55065,55135
41,55,39,1075,55135,1056,1086,55116,55146,55120,55150,55096,55156
41,55,40,1096,55156,1086,1110,55146,55170,55141,55171,55135,55185
41,55,41,1125,55185,1110,1142,55170,55202,55170,55200,55156,55219
41,55,42,1159,55219,1142,1178,55202,55238,55204,55234,55185,55257
41,55,43,1197,55257,1178,1216,55238,55276,55242,55272,55219,55294
41,55,44,1234,55294,1216,1242,55276,55302,55279,55309,55257,55309
41,55,45,1249,55309,1242,1266,55302,55326,55294,55324,55294,55342
41,55,46,1282,55342,1266,1303,55326,55363,55327,55357,55309,55384
41,55,47,1324,55384,1303,1410,55363,55470,55369,55399,55342,
41,57,1,309,57999,0,318,57690,58008,57984,58014,,58018
41,57,2,328,58018,318,342,58008,58032,58003,58033,57999,58045
41,57,3,355,58045,342,369,58032,58059,58030,58060,58018,58073
41,57,4,383,58073,369,390,58059,58080,58058,58088,58045,58088
41,57,5,398,58088,390,409,58080,58099,58073,58103,58073,58110
41,57,6,420,58110,409,434,58099,58124,58095,58125,58088,58137
41,57,7,447,58137,434,462,58124,58152,58122,58152,58110,58168
41,57,8,478,58168,462,660,58152,58350,58153,58183,58137,
41,58,1,39,58659,0,50,58620,58670,58644,58674,,58680
41,58,2,60,58680,50,79,58670,58699,58665,58695,58659,58718
41,58,3,98,58718,79,104,58699,58724,58703,58733,58680,58730
41,58,4,110,58730,104,210,58724,58830,58715,58745,58718,
41,59,1,18,59358,0,28,59340,59368,59343,59373,,59378
41,59,2,38,59378,28,44,59368,59384,59363,59393,59358,59390
41,59,3,50,59390,44,55,59384,59395,59375,59405,59378,59400
41,59,4,60,59400,55,70,59395,59410,59385,59415,59390,59420
41,59,5,80,59420,70,92,59410,59432,59405,59435,59400,59444
41,59,6,104,59444,92,110,59432,59450,59429,59459,59420,59456
41,59,7,116,59456,110,130,59450,59470,59441,59471,59444,59485
41,59,8,145,59485,130,166,59470,59506,59470,59500,59456,59528
41,59,9,188,59528,166,270,59506,59610,59513,59543,59485,
41,60,1,194,60134,0,205,59940,60145,60119,60149,,60156
41,60,2,216,60156,205,228,60145,60168,60141,60171,60134,60179
41,60,3,239,60179,228,252,60168,60192,60164,60194,60156,60206
41,60,4,266,60206,252,283,60192,60223,60191,60221,60179,60240
41,60,5,300,60240,283,318,60223,60258,60225,60255,60206,60277
41,60,6,337,60277,318,344,60258,60284,60262,60292,60240,60290
41,60,7,350,60290,344,362,60284,60302,60275,60305,60277,60313
41,60,8,373,60313,362,384,60302,60324,60298,60328,60290,60335
41,60,9,395,60335,384,409,60324,60349,60320,60350,60313,60363
41,60,10,423,60363,409,438,60349,60378,60348,60378,60335,60393
41,60,11,453,60393,438,466,60378,60406,60378,60408,60363,60418
41,60,12,478,60418,466,491,60406,60431,60403,60433,60393,60444
41,60,13,504,60444,491,516,60431,60456,60429,60459,60418,60469
41,60,14,529,60469,516,542,60456,60482,60454,60484,60444,60495
41,60,15,555,60495,542,587,60482,60527,60480,60510,60469,60559
41,60,16,619,60559,587,632,60527,60572,60544,60574,60495,60585
41,60,17,645,60585,632,662,60572,60602,60570,60600,60559,60618
41,60,18,678,60618,662,691,60602,60631,60603,60633,60585,60644
41,60,19,704,60644,691,736,60631,60676,60629,60659,60618,60707
41,60,20,767,60707,736,776,60676,60716,60692,60722,60644,60725
41,60,21,785,60725,776,796,60716,60736,60710,60740,60707,60747
41,60,22,807,60747,796,818,60736,60758,60732,60762,60725,60768
41,60,23,828,60768,818,844,60758,60784,60753,60783,60747,60801
41,60,24,861,60801,844,874,60784,60814,60786,60816,60768,60826
41,60,25,886,60826,874,906,60814,60846,60811,60841,60801,60866
41,60,26,926,60866,906,1050,60846,60990,60851,60881,60826,
41,61,1,126,61716,0,138,61590,61728,61701,61731,,61739
41,61,2,149,61739,138,166,61728,61756,61724,61754,61716,61773
41,61,3,183,61773,166,192,61756,61782,61758,61788,61739,61791
41,61,4,201,61791,192,213,61782,61803,61776,61806,61773,61815
41,61,5,225,61815,213,234,61803,61824,61800,61830,61791,61834
41,61,6,244,61834,234,258,61824,61848,61819,61849,61815,61862
41,61,7,272,61862,258,281,61848,61871,61847,61877,61834,61880
41,61,8,290,61880,281,304,61871,61894,61865,61895,61862,61909
41,61,9,319,61909,304,334,61894,61924,61894,61924,61880,61938
41,61,10,348,61938,334,366,61924,61956,61923,61953,61909,61974
41,61,11,384,61974,366,396,61956,61986,61959,61989,61938,61997
41,61,12,407,61997,396,420,61986,62010,61982,62012,61974,62024
41,61,13,434,62024,420,450,62010,62040,62009,62039,61997,62055
41,61,14,465,62055,450,480,62040,62070,62040,62070,62024,62085
41,61,15,495,62085,480,518,62070,62108,62070,62100,62055,62131
41,61,16,541,62131,518,554,62108,62144,62116,62146,62085,62158
41,61,17,568,62158,554,660,62144,62250,62143,62173,62131,
41,62,1,306,64356,0,316,64050,64366,64341,64371,,64376
41,62,2,326,64376,316,338,64366,64388,64361,64391,64356,64401
41,62,3,351,64401,338,372,64388,64422,64386,64416,64376,64444
41,62,4,394,64444,372,402,64422,64452,64429,64459,64401,64461
41,62,5,411,64461,402,424,64452,64474,64446,64476,64444,64488
41,62,6,438,64488,424,452,64474,64502,64473,64503,64461,64517
41,62,7,467,64517,452,488,64502,64538,64502,64532,64488,64558
41,62,8,508,64558,488,526,64538,64576,64543,64573,64517,64593
41,62,9,543,64593,526,555,64576,64605,64578,64608,64558,64617
41,62,10,567,64617,555,580,64605,64630,64602,64632,64593,64643
41,62,11,593,64643,580,607,64630,64657,64628,64658,64617,64671
41,62,12,621,64671,607,640,64657,64690,64656,64686,64643,64708
41,62,13,658,64708,640,810,64690,64860,64693,64723,64671,
41,64,1,60,65310,0,72,65250,65322,65295,65325,,65333
41,64,2,83,65333,72,101,65322,65351,65318,65348,65310,65369
41,64,3,119,65369,101,132,65351,65382,65354,65384,65333,65394
41,64,4,144,65394,132,161,65382,65411,65379,65409,65369,65428
41,64,5,178,65428,161,187,65411,65437,65413,65443,65394,65446
41,64,6,196,65446,187,208,65437,65458,65431,65461,65428,65470
41,64,7,220,65470,208,230,65458,65480,65455,65485,65446,65491
41,64,8,241,65491,230,256,65480,65506,65476,65506,65470,65522
41,64,9,272,65522,256,280,65506,65530,65507,65537,65491,65539
41,64,10,289,65539,280,306,65530,65556,65524,65554,65522,65572
41,64,11,322,65572,306,342,65556,65592,65557,65587,65539,65613
41,64,12,363,65613,342,480,65592,65730,65598,65628,65572,
41,65,1,22,66202,0,38,66180,66218,66187,66217,,66235
41,65,2,55,66235,38,68,66218,66248,66220,66250,66202,66261
41,65,3,81,66261,68,96,66248,66276,66246,66276,66235,66290
41,65,4,110,66290,96,126,66276,66306,66275,66305,66261,66321
41,65,5,141,66321,126,153,66306,66333,66306,66336,66290,66345
41,65,6,165,66345,153,179,66333,66359,66330,66360,66321,66373
41,65,7,193,66373,179,202,66359,66382,66358,66388,66345,66392
41,65,8,212,66392,202,223,66382,66403,66377,66407,66373,66414
41,65,9,234,66414,223,254,66403,66434,66399,66429,66392,66453
41,65,10,273,66453,254,284,66434,66464,66438,66468,66414,66476
41,65,11,296,66476,284,540,66464,66720,66461,66491,66453,
41,66,1,8,67208,0,20,67200,67220,67200,67223,,67231
41,66,2,31,67231,20,44,67220,67244,67216,67246,67208,67258
41,66,3,58,67258,44,65,67244,67265,67243,67273,67231,67272
41,66,4,72,67272,65,81,67265,67281,67257,67287,67258,67290
41,66,5,90,67290,81,102,67281,67302,67275,67305,67272,67315
41,66,6,115,67315,102,131,67302,67331,67300,67330,67290,67347
41,66,7,147,67347,131,160,67331,67360,67332,67362,67315,67374
41,66,8,174,67374,160,181,67360,67381,67359,67389,67347,67388
41,66,9,188,67388,181,204,67381,67404,67373,67403,67374,67419
41,66,10,219,67419,204,229,67404,67429,67404,67434,67388,67439
41,66,11,239,67439,229,250,67429,67450,67424,67454,67419,67462
41,66,12,262,67462,250,360,67450,67560,67447,67477,67439,
41,67,1,13,68173,0,26,68160,68186,68160,68188,,68198
41,67,2,38,68198,26,51,68186,68211,68183,68213,68173,68224
41,67,3,64,68224,51,120,68211,68280,68209,68239,68198,
41,68,1,104,68744,0,115,68640,68755,68729,68759,,68766
41,68,2,126,68766,115,139,68755,68779,68751,68781,68744,68792
41,68,3,152,68792,139,160,68779,68800,68777,68807,68766,68807
41,68,4,167,68807,160,178,68800,68818,68792,68822,68792,68829
41,68,5,189,68829,178,300,68818,68940,68814,68844,68807,
41,69,1,134,70064,0,146,69930,70076,70049,70079,,70087
41,69,2,157,70087,146,172,70076,70102,70072,70102,70064,70117
41,69,3,187,70117,172,208,70102,70138,70102,70132,70087,70160
41,69,4,230,70160,208,242,70138,70172,70145,70175,70117,70184
41,69,5,254,70184,242,266,70172,70196,70169,70199,70160,70209
41,69,6,279,70209,266,420,70196,70350,70194,70224,70184,
41,70,1,60,70620,0,70,70560,70630,70605,70635,,70639
41,70,2,79,70639,70,93,70630,70653,70624,70654,70620,70667
41,70,3,107,70667,93,120,70653,70680,70652,70682,70639,70693
41,70,4,133,70693,120,148,70680,70708,70678,70708,70667,70724
41,70,5,164,70724,148,170,70708,70730,70709,70739,70693,70736
41,70,6,176,70736,170,186,70730,70746,70721,70751,70724,70755
41,70,7,195,70755,186,208,70746,70768,70740,70770,70736,70780
41,70,8,220,70780,208,232,70768,70792,70765,70795,70755,70804
41,70,9,244,70804,232,262,70792,70822,70789,70819,70780,70840
41,70,10,280,70840,262,294,70822,70854,70825,70855,70804,70867
41,70,11,307,70867,294,321,70854,70881,70852,70882,70840,70895
41,70,12,335,70895,321,354,70881,70914,70880,70910,70867,70933
41,70,13,373,70933,354,480,70914,71040,70918,70948,70895,
41,71,1,112,71632,0,120,71520,71640,71617,71647,,71648
41,71,2,128,71648,120,135,71640,71655,71633,71663,71632,71662
41,71,3,142,71662,135,149,71655,71669,71647,71677,71648,71676
41,71,4,156,71676,149,168,71669,71688,71661,71691,71662,71699
41,71,5,179,71699,168,196,71688,71716,71684,71714,71676,71732
41,71,6,212,71732,196,220,71716,71740,71717,71747,71699,71747
41,71,7,227,71747,220,244,71740,71764,71732,71762,71732,71781
41,71,8,261,71781,244,286,71764,71806,71766,71796,71747,71830
41,71,9,310,71830,286,390,71806,71910,71815,71845,71781,
41,72,1,153,72513,0,166,72360,72526,72498,72528,,72538
41,72,2,178,72538,166,189,72526,72549,72523,72553,72513,72560
41,72,3,200,72560,189,218,72549,72578,72545,72575,72538,72597
41,72,4,237,72597,218,246,72578,72606,72582,72612,72560,72614
41,72,5,254,72614,246,266,72606,72626,72599,72629,72597,72639
41,72,6,279,72639,266,293,72626,72653,72624,72654,72614,72667
41,72,7,307,72667,293,314,72653,72674,72652,72682,72639,72680
41,72,8,320,72680,314,332,72674,72692,72665,72695,72667,72704
41,72,9,344,72704,332,362,72692,72722,72689,72719,72680,72740
41,72,10,380,72740,362,394,72722,72754,72725,72755,72704,72767
41,72,11,407,72767,394,414,72754,72774,72752,72782,72740,72782
41,72,12,422,72782,414,435,72774,72795,72767,72797,72767,72808
41,72,13,448,72808,435,462,72795,72822,72793,72823,72782,72835
41,72,14,475,72835,462,490,72822,72850,72820,72850,72808,72865
41,72,15,505,72865,490,528,72850,72888,72850,72880,72835,72910
41,72,16,550,72910,528,660,72888,73020,72895,72925,72865,
41,73,1,1,73951,0,8,73950,73958,73950,73966,,73964
41,73,2,14,73964,8,20,73958,73970,73950,73979,73951,73977
41,73,3,27,73977,20,38,73970,73988,73962,73992,73964,74000
41,73,4,50,74000,38,150,73988,74100,73985,74015,73977,
41,74,1,141,74541,0,151,74400,74551,74526,74556,,74561
41,74,2,161,74561,151,172,74551,74572,74546,74576,74541,74582
41,74,3,182,74582,172,193,74572,74593,74567,74597,74561,74604
41,74,4,204,74604,193,220,74593,74620,74589,74619,74582,74635
41,74,5,235,74635,220,242,74620,74642,74620,74650,74604,74648
41,74,6,248,74648,242,258,74642,74658,74633,74663,74635,74667
41,74,7,267,74667,258,280,74658,74680,74652,74682,74648,74694
41,74,8,294,74694,280,301,74680,74701,74679,74709,74667,74708
41,74,9,308,74708,301,320,74701,74720,74693,74723,74694,74732
41,74,10,332,74732,320,342,74720,74742,74717,74747,74708,74752
41,74,11,352,74752,342,364,74742,74764,74737,74767,74732,74777
41,74,12,377,74777,364,394,74764,74794,74762,74792,74752,74812
41,74,13,412,74812,394,421,74794,74821,74797,74827,74777,74830
41,74,14,430,74830,421,448,74821,74848,74815,74845,74812,74865
41,74,15,465,74865,448,486,74848,74886,74850,74880,74830,74907
41,74,16,507,74907,486,600,74886,75000,74892,74922,74865,
41,75,1,116,75506,0,126,75390,75516,75491,75521,,75527
41,75,2,137,75527,126,154,75516,75544,75512,75542,75506,75561
41,75,3,171,75561,154,182,75544,75572,75546,75576,75527,75584
41,75,4,194,75584,182,207,75572,75597,75569,75599,75561,75610
41,75,5,220,75610,207,232,75597,75622,75595,75625,75584,75633
41,75,6,243,75633,232,360,75622,75750,75618,75648,75610,
41,76,1,360,79560,0,370,79200,79570,79545,79575,,79581
41,76,2,381,79581,370,392,79570,79592,79566,79596,79560,79603
41,76,3,403,79603,392,422,79592,79622,79588,79618,79581,79641
41,76,4,441,79641,422,449,79622,79649,79626,79656,79603,79657
41,76,5,457,79657,449,472,79649,79672,79642,79672,79641,79686
41,76,6,486,79686,472,502,79672,79702,79671,79701,79657,79719
41,76,7,519,79719,502,530,79702,79730,79704,79734,79686,79742
41,76,8,542,79742,530,556,79730,79756,79727,79757,79719,79769
41,76,9,569,79769,556,584,79756,79784,79754,79784,79742,79799
41,76,10,599,79799,584,612,79784,79812,79784,79814,79769,79825
41,76,11,625,79825,612,658,79812,79858,79810,79840,79799,79892
41,76,12,692,79892,658,698,79858,79898,79877,79907,79825,79904
41,76,13,704,79904,698,716,79898,79916,79889,79919,79892,79928
41,76,14,728,79928,716,746,79916,79946,79913,79943,79904,79963
41,76,15,763,79963,746,780,79946,79980,79948,79978,79928,79996
41,76,16,796,79996,780,900,79980,80100,79981,80011,79963,
41,77,1,25,80575,0,39,80550,80589,80560,80590,,80603
41,77,2,53,80603,39,68,80589,80618,80588,80618,80575,80632
41,77,3,82,80632,68,180,80618,80730,80617,80647,80603,
41,78,1,16,81076,0,26,81060,81086,81061,81091,,81097
41,78,2,37,81097,26,53,81086,81113,81082,81112,81076,81129
41,78,3,69,81129,53,87,81113,81147,81114,81144,81097,81165
41,78,4,105,81165,87,116,81147,81176,81150,81180,81129,81186
41,78,5,126,81186,116,141,81176,81201,81171,81201,81165,81216
41,78,6,156,81216,141,170,81201,81230,81201,81231,81186,81243
41,78,7,183,81243,170,270,81230,81330,81228,81258,81216,
41,79,1,58,81748,0,69,81690,81759,81733,81763,,81770
41,79,2,80,81770,69,98,81759,81788,81755,81785,81748,81807
41,79,3,117,81807,98,129,81788,81819,81792,81822,81770,81831
41,79,4,141,81831,129,154,81819,81844,81816,81846,81807,81856
41,79,5,166,81856,154,240,81844,81930,81841,81871,81831,
41,80,1,4,82324,0,4,82320,82324,82320,82339,,82324
41,80,2,4,82324,4,8,82324,82328,82320,82339,82324,82332
41,80,3,12,82332,8,24,82328,82344,82320,82347,82324,82357
41,80,4,37,82357,24,58,82344,82378,82342,82372,82332,82398
41,80,5,78,82398,58,90,82378,82410,82383,82413,82357,82423
41,80,6,103,82423,90,120,82410,82440,82408,82438,82398,82457
41,80,7,137,82457,120,149,82440,82469,82442,82472,82423,82481
41,80,8,161,82481,149,176,82469,82496,82466,82496,82457,82512
41,80,9,192,82512,176,209,82496,82529,82497,82527,82481,82546
41,80,10,226,82546,209,234,82529,82554,82531,82561,82512,82561
41,80,11,241,82561,234,300,82554,82620,82546,82576,82546,
41,81,1,5,83375,0,26,83370,83396,83370,83390,,83416
41,81,2,46,83416,26,62,83396,83432,83401,83431,83375,83449
41,81,3,79,83449,62,85,83432,83455,83434,83464,83416,83461
41,81,4,91,83461,85,104,83455,83474,83446,83476,83449,83487
41,81,5,117,83487,104,134,83474,83504,83472,83502,83461,83521
41,81,6,151,83521,134,158,83504,83528,83506,83536,83487,83536
41,81,7,166,83536,158,183,83528,83553,83521,83551,83521,83570
41,81,8,200,83570,183,213,83553,83583,83555,83585,83536,83596
41,81,9,226,83596,213,237,83583,83607,83581,83611,83570,83618
41,81,10,248,83618,237,266,83607,83636,83603,83633,83596,83653
41,81,11,283,83653,266,360,83636,83730,83638,83668,83618,
41,82,1,53,84203,0,63,84150,84213,84188,84218,,84223
41,82,2,73,84223,63,84,84213,84234,84208,84238,84203,84246
41,82,3,96,84246,84,101,84234,84251,84231,84261,84223,84256
41,82,4,106,84256,101,119,84251,84269,84241,84271,84246,84282
41,82,5,132,84282,119,143,84269,84293,84267,84297,84256,84304
41,82,6,154,84304,143,168,84293,84318,84289,84319,84282,84333
41,82,7,183,84333,168,213,84318,84363,84318,84348,84304,84393
41,82,8,243,84393,213,254,84363,84404,84378,84408,84333,84414
41,82,9,264,84414,254,276,84404,84426,84399,84429,84393,84437
41,82,10,287,84437,276,300,84426,84450,84422,84452,84414,84463
41,82,11,313,84463,300,324,84450,84474,84448,84478,84437,84486
41,82,12,336,84486,324,358,84474,84508,84471,84501,84463,84531
